gene,logFC,logCPM,PValue,FDR
TRBV9,0.5272634283,-1.6572697322,0.0025996349,0.003663674
TRBV6-5,0.9669102187,-1.5002906222,2.13836667136079E-07,4.13477467488853E-07
TRBV6-6,1.2206612593,-2.3167183421,5.7713796458948E-10,1.32010340299512E-09
TRBV5-5,1.1416713116,-3.3828318494,2.89647984487172E-07,5.55163749692069E-07
TRBV7-6,0.5954585727,-2.6372351359,0.0016581375,0.0023809468
TRBV5-6,1.2887385877,-2.2350706099,2.25190000447345E-10,5.2748362689996E-10
TRBV5-1,0.9195965533,-0.758307013,4.70620710212518E-07,8.88852000238574E-07
TRBV4-2,1.0319140944,-1.6516338272,7.00879527067682E-07,1.30853340039747E-06
TRBV19,0.8715405006,-0.5373713299,1.08091309332524E-06,1.98864566800455E-06
TRBV20-1,1.0841964914,-0.1299282771,1.38475636690198E-09,3.09744531442989E-09
TRBV23-1,0.4142317835,-3.5203077461,0.0654362095,0.0796990014
TRBV24-1,0.9232909034,-2.6003144857,1.00326758122263E-05,1.71892841200892E-05
TRBC1,0.8394941744,-0.9525206478,8.81640720533039E-07,1.63309344881162E-06
TRBV27,0.8066940878,-2.8031279335,7.21011727059749E-05,0.0001160338
TRBV28,1.2197522234,2.4606513652,2.09060015789874E-12,5.55623965990984E-12
TRBJ2-7,1.1598561419,-3.5592478175,2.38335677544859E-07,4.59181000896575E-07
TRBC2,1.157213262,4.1003266464,8.26332976401998E-12,2.12019234191008E-11
TRAV2,1.2511730546,-2.1998664026,5.33606930711477E-10,1.22342007948427E-09
TRAV3,0.9326450562,-1.9788048689,0.000001484,0.000002703
TRAV4,0.9823387329,-1.8119363081,6.82303852694685E-08,1.36059798613457E-07
TRAV5,0.5920934902,-2.7316615656,0.00101843,0.0014908488
TRAV6,1.1238222994,-2.9396239592,0.000000059,1.18294083363886E-07
TRAV8-1,0.9709572047,-2.6178326723,3.2106746395135E-06,5.70884743330278E-06
TRAV10,0.8856052808,-3.1386017495,7.89162174583419E-06,1.36362803254243E-05
TRAV12-1,0.6727954782,-1.9069596868,0.0003376776,0.0005161372
TRAV8-2,0.8078464053,-1.7300432971,9.65848956130507E-06,1.6569094895803E-05
TRAV8-3,0.9251436017,-1.8235941477,5.60231925612388E-07,1.05348128655264E-06
TRAV13-1,0.9251804722,-1.3381014442,2.93785809406336E-07,5.62816484272717E-07
TRAV12-2,0.6308230823,-1.4378165775,0.0004327546,0.0006542049
TRAV8-4,0.7413921521,-1.8748077941,0.000030134,4.9897436501142E-05
TRAV13-2,0.6006694021,-2.1229916638,0.0005173816,0.0007770743
TRAV14DV4,0.4339601901,-2.2429305934,0.020219036,0.0261066377
TRAV9-2,1.1601330449,-1.8018152176,1.81753664849269E-09,0.000000004
TRAV12-3,1.1669369328,-1.7680415009,1.72128675882178E-09,3.82404864186725E-09
TRAV8-6,0.7871117891,-1.4792205289,9.95168456127622E-06,1.705482506947E-05
TRAV16,0.7021582402,-2.5351604951,0.0001276043,0.0002016384
TRAV17,0.9266014878,-1.7637360053,7.29475570156391E-07,1.35986429250552E-06
TRAV18,1.3049986269,-2.8580582704,1.08375809661568E-11,2.7613757547146E-11
TRAV19,0.8201693272,-1.328179312,4.74894275449781E-07,8.96673854167056E-07
TRAV20,0.6911175517,-2.7766026121,0.0003736565,0.0005685695
TRAV21,0.9483031946,-1.7676790295,3.70118872394052E-07,7.03687274829032E-07
TRAV22,0.613531708,-2.7656910741,0.0019771874,0.0028183538
TRAV23DV6,0.8540479523,-2.5278882949,0.000035537,5.85013048054426E-05
TRDV1,1.4450245062,-2.1485990288,7.71035172938528E-10,1.75121492675613E-09
TRAV24,0.6283950602,-3.0376889065,0.0022601651,0.0032035528
TRAV25,1.0229734375,-2.8576257823,0.000001206,2.2117926643212E-06
TRAV26-1,1.4306047176,-2.1381547752,1.17698360243897E-12,3.17946033155621E-12
TRAV27,0.9403589236,-2.9311783675,0.000002493,4.46970895305139E-06
TRAV29DV5,1.001283691,-2.019016177,1.62470145372495E-07,3.1665813945159E-07
TRAV26-2,1.0881520731,-3.0270835664,6.07890253903494E-07,1.13970500949404E-06
TRAV35,0.7852545401,-3.2686480491,0.0001503757,0.0002363284
TRAV36DV7,0.9856211973,-3.0237750168,0.000002284,0.000004105
TRAV38-1,1.0344106278,-3.4332639968,6.97805075090004E-06,1.20992696527806E-05
TRAV39,1.1991121745,-3.112180391,5.67044182152879E-10,1.29832838805011E-09
TRAV41,1.2719979453,-2.6455176311,3.53258079179427E-10,8.18290282225849E-10
TRDC,-0.8974137053,1.2284841812,1.83579908327921E-10,4.33156035764427E-10
IGHA2,-1.657865021,7.5069596034,5.68351366718543E-20,2.25364683040339E-19
IGHE,4.303659911,0.7573864622,1.04416980428668E-32,7.52256727897192E-32
IGHG4,2.2665937945,7.1385733507,4.63822192293283E-18,1.67700016409076E-17
IGHG2,1.972816603,8.0066759422,7.04348582991997E-16,2.27081313941814E-15
IGHA1,-1.0739560702,9.6194716415,0.000000001,2.20235390541178E-09
IGHG1,3.2966098979,11.398907243,9.9019173423919E-26,5.1981714982899E-25
IGHG3,2.6209039971,7.8128748482,1.29374299263887E-21,5.58434525014704E-21
IGHD,0.184943151,3.3203648301,0.490822448,0.5268016042
IGHM,1.2382756362,8.9044428782,3.6139447906583E-06,6.40241110012466E-06
IGHJ2,0.5315033346,-1.3237131468,0.0389573646,0.0487523796
IGHJ1,0.527137102,-2.8167515429,0.0658360681,0.080150054
IGHV6-1,1.0156730593,0.9508057116,0.0011498294,0.0016753405
IGHV1-2,0.6735089374,4.1242256513,0.0105931058,0.0140836738
IGHV1-3,1.5082773605,0.4478382177,7.11683997226047E-06,1.23328271871677E-05
IGHV2-5,0.2620464334,2.1376029157,0.3295166763,0.3647025602
IGHV3-7,-0.1502072984,0.8975251793,0.4759126925,0.5120135522
IGHV3-11,0.9160475912,4.4062263363,0.0005299095,0.0007952305
IGHV3-13,0.5643800937,2.0770390299,0.0408309687,0.0509584606
IGHV3-15,0.1643114832,4.6815588626,0.4959722612,0.5318032548
IGHV1-18,1.5366041866,5.4936205413,5.29432455198273E-08,1.06424338994742E-07
IGHV3-20,0.9160095489,0.7316412696,0.0011529681,0.0016797334
IGHV3-21,1.0784944933,4.5596152835,0.000040859,6.70104682647012E-05
IGHV3-23,1.0690150243,5.8504196951,1.72749191588685E-05,2.90800542903785E-05
IGHV1-24,1.1882288968,3.5627144007,1.26477187536338E-05,2.15297531376523E-05
IGHV2-26,1.0445550245,2.7135394684,0.0005092012,0.0007654834
IGHV4-28,0.2984627083,1.2784655899,0.1794126242,0.2066766432
IGHV3-33,0.9720312136,3.7863632098,0.0001555388,0.0002441739
IGHV4-34,0.9448609147,3.4748648977,6.4982458744647E-05,0.0001048573
IGHV3-35,-0.1263750909,-1.6368451104,0.5366908655,0.5720066838
IGHV3-38,0.0008328404,-1.8927289592,0.9780824577,0.9810821563
IGHV4-39,0.959069906,5.3168259038,0.0002201305,0.0003417594
IGHV1-45,-1.0109825017,-0.4774316828,0.000003203,5.69557100424743E-06
IGHV1-46,0.751623117,4.1223791884,0.0027740184,0.0038972934
IGHV3-48,0.8554669937,2.8133962449,0.0010802913,0.0015775775
IGHV3-49,0.6057044737,3.7637368193,0.0182050934,0.02361408
IGHV5-51,0.9302212751,5.2162221342,0.0002447758,0.0003785066
IGHV3-53,0.6969310324,2.6959257402,0.0068205528,0.0092478261
IGHV1-58,1.0664620598,1.6958720308,0.0007105337,0.0010548618
IGHV4-61,0.0739102913,1.3704580734,0.79154732,0.8132060534
IGHV3-66,0.5485938499,1.3004876746,0.0255392258,0.0325762533
IGHV1-69,1.5935098865,2.5732550327,1.11675185882538E-07,2.19851664077697E-07
IGHV2-70D,0.1907889415,1.3162396405,0.5269197399,0.5623432639
IGHV3-73,2.068753297,3.9460005425,3.20773901639071E-09,0.000000007
IGHV5-78,1.7012737354,-0.5319652107,1.94652227533446E-07,3.77268982480575E-07
IGHV7-81,0.5448464105,-1.9066066349,0.0474101325,0.058715975
PRR22,1.232309302,1.1172765016,1.55290359793941E-22,7.02234234044032E-22
TAS2R19,0.420998767,-2.1009292051,0.0089308438,0.0119633203
TAS2R15P,0.2342194442,-1.5250932764,0.0475267232,0.0588469453
TAS2R14,0.0304677897,0.2487968314,0.707594763,0.7350515627
RF00586,-0.3247148656,-3.0846421524,0.0237724341,0.0304284466
RF00012,1.6144242799,-2.8919483704,4.61070278381293E-08,0.000000093
RF00265,-1.8389845288,-3.5001851593,9.77768350987363E-49,1.23683595787059E-47
SNORD17,5.1929684642,2.9227797931,1.62224391896538E-28,9.67643010859901E-28
RNA5SP18,0.5499582183,-3.3338912546,0.0509796358,0.0629385662
SNORD89,0.7626981971,-2.3039687177,3.31483673383969E-07,6.32358102437192E-07
RF00190,-0.9614204359,-3.0322335659,2.88722099927203E-13,8.08088475577262E-13
RNU6-882P,0.2018150507,-2.3821420988,0.0721534753,0.087472233
SNORA53,4.4981760755,1.3084981239,1.43316904575248E-22,6.49279154138799E-22
SNORD69,0.2125732831,-2.9906206084,0.0643110737,0.0784095399
SNORD19,-0.2400207076,-2.990629385,0.0550689623,0.0677130973
RNA5SP299,2.1469005968,-3.5323983376,2.20889855433752E-10,5.17813127426998E-10
RNU6-510P,-0.1293678681,-3.0326185625,0.2302443751,0.2611219003
SNORA26,1.8781734065,-0.8687488373,3.30896985225093E-21,1.39501934476167E-20
SNORA3B,1.2022088414,-2.7372433019,1.02581846355718E-07,2.02419626457245E-07
ZRSR2P1,-0.2241270719,-2.8984200357,0.029349025,0.0372224178
AC003035.1,-0.5493372892,-3.3070170189,0.0001410129,0.0002221411
AC064799.1,0.2468147998,-0.7314965376,0.0613752453,0.0750661144
LINC01089,0.194200425,3.1588095964,0.0380049055,0.0476109264
AL583805.1,0.0184414564,-3.0965755029,0.9078030623,0.918768993
C17orf51,-1.109685932,2.1909973559,5.80602611168002E-36,4.7659626497631E-35
KRTAP2-3,0.5370032511,-3.0511250546,0.1088865324,0.1290024793
LINC02656,-0.2696214934,-0.8693996111,0.0350487745,0.0440682739
RTL8B,0.1584729162,4.3987391701,0.0896346351,0.107299105
EWSAT1,0.260418502,2.9142190521,0.1527297921,0.1775894344
ST13P5,-0.8064234236,-0.7892784355,9.39156070119471E-22,4.08301260081089E-21
RPL15P3,0.1531935718,1.5643510335,0.1048851156,0.1245335848
RPS26P3,0.2637045205,-2.7127051528,0.0165981333,0.0216112489
RNF208,1.2898133856,3.0981779725,1.62055677177505E-29,1.01130193394495E-28
KRTAP3-1,2.4602510558,-3.3046098389,3.22892001383985E-10,7.49933801297884E-10
MT-ND4L,-0.6228170973,9.0335555017,9.38993885293501E-11,2.25235733941658E-10
MAP10,0.4440058236,2.4233455389,0.0001068642,0.000169854
AC016747.1,0.0528499269,2.9614328266,0.6059841842,0.6388119555
POU5F1B,0.4141330023,0.4454421464,0.0119942687,0.0158502784
RPS26P6,0.2006290872,-2.9599545322,0.1091888755,0.1293324555
RPS15AP36,1.4767320811,-1.7907702559,1.98622184278345E-21,8.48567487318218E-21
ZNF580,0.4405166288,4.4136537071,2.42374017078105E-08,4.98748110036555E-08
AL590762.1,0.0554031924,-2.4356974382,0.6897406183,0.7184566526
ZNF611,0.2814736127,3.7279246207,3.2433458774524E-05,5.35594942641542E-05
SYT3,0.2092551026,-1.0539400831,0.2901315829,0.3237385708
NUP62,0.8502850568,6.4359601666,3.00373861989118E-68,6.49199749805461E-67
COX20P1,1.4143453193,-0.3221574886,6.57563983251542E-09,0.000000014
AURKAP1,0.6592671166,-3.3181540993,4.84987061935366E-05,7.90196193703706E-05
AL445305.1,0.3461558917,-2.1469221616,0.000542516,0.000813687
AC097065.1,-0.8464862105,-2.769466408,2.03994691142614E-05,3.41604950908754E-05
DENND1B,1.3075915948,5.862026736,3.3244468270658E-22,1.47870610466211E-21
C1orf220,1.2903240887,0.2398471592,2.49054436489219E-26,1.34436900635044E-25
AL365357.1,-0.0440409353,1.2071384284,0.8268535964,0.8455742222
AL021068.1,0.4587435843,0.7938150066,0.0009990851,0.0014635649
SFT2D2,0.2934985312,6.6945537871,0.0012711564,0.0018457776
AL009178.1,-0.2311830398,-2.9521870626,0.2154138071,0.2453067878
FGFR1OP,0.5324746816,4.194164059,2.07094963605196E-15,6.51878464984537E-15
LPAL2,-1.4186037113,-1.1698989366,6.08886170798205E-50,8.06677598462083E-49
AL353625.1,-0.0353071924,0.2301267247,0.6911910042,0.7197464805
SCAF8,-0.1614016782,5.7908779936,0.0011996125,0.0017454404
AL354714.2,1.051106153,0.2488854475,1.75485570928525E-36,1.46486202596118E-35
CFAP45,2.7552883565,2.5718429598,1.47589080206038E-61,2.69070058513976E-60
AL356535.1,-0.2906492367,-2.1897513076,0.0253838187,0.0323947695
ACKR1,-2.3109137198,4.9845841203,4.29625604127096E-50,5.72820071200105E-49
PDCL3P5,0.0006721288,-2.6521729717,0.9941666859,0.9950831037
AC007256.1,0.0057571879,-3.0306503996,0.9443931349,0.9516145524
ZNF254,0.3292453334,4.3782147519,0.000014443,0.000024454
NPM1P46,0.4990974316,-3.2929370556,1.91057916658581E-05,3.2074571463289E-05
TCTEX1D2,1.282431547,2.4817326521,7.7166774819429E-52,1.08200892006623E-50
EEF1DP5,0.0479681177,-0.7456217178,0.9213186467,0.9310246801
YWHAZP4,0.7211809815,0.414421137,6.21033611838332E-13,1.70426389273791E-12
CRYGS,-0.1465361145,0.8237788233,0.0568508669,0.0697840214
AC084880.1,0.0172794018,-0.6813099936,0.9473407898,0.954407611
CRIP1,1.5892127407,3.0941022899,3.32355887060091E-26,1.78691481682179E-25
CNN2P9,-0.5255621426,-2.7784491766,0.000000003,6.5475760815122E-09
RPL7AP60,0.5476254176,-2.7523330252,5.29176119721674E-06,9.25879145727655E-06
KLHL23,0.444394054,4.0448515601,8.31623129683841E-07,1.54307870665738E-06
AC069218.1,0.4848643305,-2.079760998,0.0001349033,0.0002128033
LINGO4,0.5464629909,0.1355155311,0.0010483388,0.0015324002
RPL22P1,-0.0350763021,-0.2555870179,0.680002643,0.7094566182
FAM24B,0.4233656751,0.1191702609,5.27169314974489E-05,8.56713255764935E-05
TRIM59,2.0744393111,3.7204111321,2.53586310523726E-109,1.27243142060574E-107
BTF3L4P2,0.4021612084,0.3222415489,1.91645897427947E-10,4.51716552190592E-10
MLLT11,1.2565506869,3.7512260204,2.92187995760283E-30,1.89121014137069E-29
ASIC3,1.7026863881,1.1450176475,2.81706971332811E-31,1.91371807902915E-30
GIMAP1,-1.3447141749,3.0655992696,9.00929222862519E-55,1.38485983487123E-53
AL049697.1,-0.1718472782,-1.0407948917,0.0904942895,0.1082708793
NCLP1,0.7946534208,-2.189931671,7.88765457685506E-08,1.5675984416378E-07
CCDC183,0.7863261498,0.7991455738,1.09903852849539E-14,3.32269739331059E-14
ARHGEF35,0.1022565008,2.5921875718,0.3572601471,0.392941289
DNLZ,0.6901488537,-2.092975656,1.52923653781991E-08,3.18837596433635E-08
AC093724.1,0.9401074857,1.1183075211,5.64733789333129E-16,1.83069780812481E-15
NOC2LP1,1.3033561956,1.4974623535,0.000002581,4.62312341905735E-06
RPL12P38,-0.0395396463,-2.3469184487,0.6898841967,0.7185786357
TCL1B,4.9604328306,-2.10254176,1.07251843138618E-14,3.24396494021272E-14
EEF1A1P16,-0.54036976,-1.438487807,3.50034245071294E-10,8.11168654320074E-10
YWHAZP2,0.9215213585,-1.2499406111,3.19217893859381E-15,9.94547107392031E-15
PTMAP10,0.4240688033,-2.2225713266,2.23656150257732E-05,3.73576781620502E-05
SUPT4H1,0.6163025578,6.2863439907,7.78000536476164E-18,2.78328974211676E-17
RBMS2P1,-0.9499475269,-1.2348479875,5.51832709871725E-29,3.36252541911961E-28
RPL12P42,0.7603014285,-2.9696941511,6.29808154041033E-09,1.34694494206239E-08
YWHAZP5,0.8382977029,0.6178844427,3.66596692016724E-13,1.02015723234095E-12
EEF1B2P6,0.0076081638,-0.4787377733,0.9446387567,0.9518267209
IFITM9P,0.2076454575,-3.3001811654,0.1927546591,0.2210518346
Z97192.2,-0.9716721434,-2.6699388289,9.03071820400435E-15,2.74521698058121E-14
AC090114.1,0.2417482486,-1.3029349049,0.0215808157,0.0277672208
NRAS,0.5216201714,6.2432690111,7.18244452728924E-10,1.63377441878493E-09
PGK1P2,0.3159521508,-2.4031301457,0.0007083373,0.001051716
AC012618.1,0.9412403693,-1.6010209677,2.88444047852805E-09,6.31052717844314E-09
ZNF625-ZNF20,0.2062602436,-2.914615064,0.0331126487,0.0417402351
HNRNPA3P6,0.2843273061,0.3954435011,7.56271879836149E-05,0.0001214922
AC008481.1,0.0443096907,-2.321678275,0.7243874529,0.7508580624
AC008481.2,0.4313542506,-2.718048558,0.0001761924,0.0002754186
RPL9P18,-0.5025923819,-2.9882290241,1.06066863022079E-06,1.95259125430445E-06
AL122020.1,-0.1491141758,-0.8115141373,0.1512403198,0.1759253427
RPS7P11,-0.471643077,0.5628888598,1.25704783681182E-08,2.63545107955621E-08
AC108073.1,0.1732241203,-3.4522633163,0.4609518788,0.4970209606
ANKRD39,0.7856199928,3.3326382017,3.51772226560842E-28,2.06871942422457E-27
QTRT1,0.5734671677,4.9222902667,1.75693682078917E-11,4.41650217030677E-11
CHUK,0.1010286639,4.930133683,0.0443948582,0.0551653767
MXD3,1.7078321123,3.0982802125,2.50808185778457E-48,3.14042389812822E-47
GAPDHP44,1.6258351427,-3.1941057422,1.61382808161813E-19,6.27455988307156E-19
FTH1P12,0.2136336969,-1.7546115855,0.0478613467,0.0592423564
RPS3P6,-0.0032386324,-2.8611987313,0.9607273396,0.9660806924
GSTM2,-1.1264639273,4.2892865393,2.63222549575124E-22,1.17736683650788E-21
NAP1L1P3,0.2165483168,-2.4208707756,0.0147670668,0.0193254011
LINC00671,-2.5010773021,-3.180233235,5.47739465112403E-75,1.3870275671587E-73
GAPDHP71,1.4458216131,-2.1456990274,8.83038380741309E-13,2.40045662763905E-12
COG8,-0.0806059568,4.3869886303,0.070003273,0.0849793779
AC105052.2,0.5192041481,-1.7421981225,1.12312424695949E-06,2.06448610563125E-06
ARHGAP19,-0.8956791954,4.3230661804,2.32390302259041E-72,5.53860153215447E-71
HAUS7,0.6418746529,1.1008961644,3.10441344284323E-12,8.18099284724031E-12
LCAT,-0.9140354677,2.1517885571,1.04846416340645E-30,6.9486348095292E-30
AC022210.1,0.0839544269,-1.3399672259,0.3750609055,0.4109713143
MAGEA12,8.0943935873,0.8653259449,6.12757411258356E-16,1.98329708906872E-15
ANXA2P1,-0.1848562144,-2.0603136978,0.0563245787,0.0691755424
C1QBPP2,1.0191414978,-2.9578148182,1.98801502405069E-07,3.85091022141287E-07
RBM22P2,-0.4548120614,-1.9798948565,0.0005090987,0.0007653962
HNRNPA1P33,-1.0272488879,-2.6786983889,1.45012878461274E-06,2.6433787259668E-06
PVRIG,-0.2802194997,-2.1657064963,0.024255171,0.0310244015
GPC2,1.9299911058,1.4122010571,5.05725351352372E-25,2.57665547819285E-24
KRT222,-0.1493481632,-0.3759854854,0.4200614935,0.4561560645
HSPD1P1,0.3385899355,-0.656960951,0.0043942886,0.0060616575
RPL17P34,-0.1303956902,-2.4862211382,0.2813806543,0.3145558309
RPLP1P6,0.0137180794,-0.5747380484,0.9083132186,0.9192167698
RPL18AP3,0.0773128226,2.9654279872,0.4691186795,0.5053250138
SIPA1,0.5599580531,5.333658712,4.44663618871938E-14,1.29926202080619E-13
FTH1P3,0.1285182639,-0.254166769,0.1249979921,0.146980659
PPIAP82,1.1952055032,-3.392837932,1.05697450182034E-12,2.86382172137089E-12
ERV3-1,0.2822812232,5.0023181185,0.0131082034,0.0172484387
SYNJ2BP,-0.2244466107,5.6739446593,0.0003909931,0.0005937182
ARL2,-0.1651367546,4.9832027082,0.0267431904,0.034051156
FIRRE,0.661214876,0.545415449,0.0002884265,0.0004433536
TTLL13P,0.7073819943,-1.9970002718,7.24867508459106E-12,1.86673497624807E-11
NT5C3AP1,0.6124323979,-2.0912904508,3.61368038939781E-06,6.40241110012466E-06
GBP7,-0.2774121474,-2.1178667989,0.0678911393,0.0825667697
IMPDH1P5,0.0996442914,-0.8796391869,0.4970881837,0.5328945516
AL731556.1,0.4301591379,-1.3402396999,0.0003122681,0.0004785114
RBMXL1,-0.4868811636,4.515617213,1.11837428439518E-20,4.58531767470042E-20
AC132008.1,-1.1540819911,-2.7881298254,2.5695333558013E-21,1.09124769206167E-20
SRA1,0.6196121356,5.0882924094,6.41666477367386E-25,3.2491472103367E-24
STIMATE,0.300568468,1.848914262,0.000000946,1.74742872562883E-06
KRT8P41,1.8496481492,-1.1854443887,1.36054265336638E-15,4.32676790865556E-15
YBX1P6,0.1891326896,-2.9273411938,0.1570563158,0.1823312128
AC007000.1,0.1789454661,-1.8131951633,0.0683692651,0.0831110147
DNAJC9,0.9808826079,4.41620311,2.98242987218206E-51,4.11596549620001E-50
RPLP0P6,0.0943703494,2.264441959,0.3483923452,0.3840340058
AC103591.2,-2.3668604134,-3.6670557615,3.15204056532129E-70,7.16027558043614E-69
C8orf82,0.8695380801,4.6388490785,8.29820636070231E-21,3.42866225064878E-20
LDHAP5,0.5305226503,-2.6618358514,1.16391397091943E-05,1.98652050641803E-05
VDAC1,0.7792415192,7.7870812677,5.98664137478189E-41,5.90313718706245E-40
AL807752.1,0.7342882129,-2.1691112817,2.12002445919755E-10,4.97882031052658E-10
TMX2,0.4776862513,6.5383233935,1.81059064888561E-14,5.40826295715765E-14
AL049873.1,-0.1007656449,-1.640756292,0.3398803568,0.3753464939
SLX1A-SULT1A3,1.1456743766,-3.2848202012,1.69703837334535E-13,4.80573791809232E-13
RPL7AP50,0.3268794548,-0.279577849,0.0025824382,0.0036405727
FAM220CP,0.4378434042,-2.6279572746,0.0007673402,0.001135038
RPL11P3,-0.2171782669,-2.0717836142,0.1233042298,0.1451021598
HEXA,0.1477192609,6.2254496446,0.003755061,0.005208732
NDUFS3,0.5679014191,5.948068185,2.45021058299499E-21,1.04171364895821E-20
RPSAP54,-0.262919348,-0.811517903,0.0023760256,0.0033604038
LEPROT,-0.7976631857,6.8628678018,5.5980104460803E-68,1.20510381894763E-66
LBH,-0.4572308459,6.0637609805,1.92461686912531E-10,4.53403189527691E-10
ADAT3,1.234792919,0.9862767726,2.64947804014337E-23,1.24261801792902E-22
PPP1CB,-0.0731003618,8.194571488,0.1918280125,0.22011934
EEF1DP4,0.4463409926,-1.2737489837,0.0032505902,0.0045377209
AC016769.1,1.0401797819,-2.9899475116,0.0003481719,0.0005312503
GPSM3,0.5830377164,4.524972669,0.000000001,2.26190596408769E-09
LAT,0.5861450247,-0.801063463,7.69890118645753E-07,1.43225309489841E-06
NCKIPSD,-0.0708651245,4.7945978966,0.1362008721,0.1594423595
ATF6B,0.6352035222,7.0256220763,3.31545534659934E-37,2.84095173102227E-36
SEC14L1P1,-0.3736680614,-0.5896234537,1.95860590841179E-05,3.28584858721627E-05
S1PR3,0.6033016489,5.7037977734,1.2087170832496E-07,2.37405643165428E-07
RPS7P14,-0.144192704,-2.4766821489,0.1008439333,0.1199767461
SLC35F6,0.7007547679,6.5527019221,1.54838671380283E-29,9.68267812321851E-29
RPL17P50,0.8886765736,-0.3106203431,7.40840011793698E-19,2.78968552644635E-18
HMGB1P10,0.4940672178,0.9046081377,1.28914240910723E-07,2.52726654420633E-07
PIGCP1,-0.429697026,0.9053491619,1.31644727690084E-06,0.000002407
FAM209B,0.4400027937,-2.2757707287,0.0001302021,0.0002056117
CLIC1,0.6420019038,8.3084518363,3.50956160928292E-30,2.26295865666495E-29
DDAH2,0.156912368,6.6326990429,0.0534792841,0.0658568611
SERBP1P1,0.4605109479,-2.2640645346,0.000851575,0.0012538079
RPS29,-0.0805331366,8.1223825553,0.2224706003,0.2528125803
ZNF337-AS1,0.3785209489,1.5363058294,6.1283050672334E-06,1.0668139627749E-05
CENPBD1P1,0.2571567101,4.8015730222,9.27591150308699E-07,1.71505172090178E-06
AL356317.1,-1.3522716963,-2.9103360244,5.86597497596592E-45,6.6156109969909E-44
AC020898.1,0.3889038471,0.6545174581,0.0028183061,0.0039572615
UGT2B11,0.1923882549,5.4894503114,0.6873935208,0.7164377488
ATP6V1G2,0.8057419855,1.0492097025,5.87776831000138E-10,1.34409821028808E-09
ZNF134,0.0479122196,4.7735954133,0.4925346134,0.5285138989
ACTBP2,0.3906489721,-1.4885862782,2.5707682137803E-05,4.27741795472142E-05
KRT8P37,1.7401630615,-3.1575584286,2.44990335769806E-23,1.15100513236538E-22
AC011487.1,-2.0941276322,-2.925835332,3.77483599525515E-78,1.00659821146558E-76
GTF2H4,0.2464190344,1.400712027,2.00641324540922E-06,3.62117505218261E-06
DDX47,-0.3023625621,0.855014272,1.66239086458111E-05,2.80136957042144E-05
OLA1P1,0.6316371774,-0.0241339561,2.67364457425969E-16,8.8123792633382E-16
AC104212.1,-3.6576686451,-3.0631558063,4.08104793684172E-229,1.01636814030739E-226
